timestamp,eth_fees,gas_fee
2024-12-18 00:41:52.000682,0.0740761558790988,0.00230791747525005
2024-12-19 00:41:52.000682,0.03948110596590582,0.0014402353349088166
2024-12-20 00:41:52.000682,0.08984509299980703,0.002635899529214336
2024-12-21 00:41:52.000682,0.01436794596000638,0.0029769989662151064
2024-12-22 00:41:52.000682,0.05954706969402604,0.0024222524989199606
2024-12-23 00:41:52.000682,0.09935542996063412,0.00254111598164329
2024-12-24 00:41:52.000682,0.04889100356903711,0.0039659729435023265
2024-12-25 00:41:52.000682,0.017125092286687515,0.003947252505379074
2024-12-26 00:41:52.000682,0.02931363370173605,0.0035541566609543582
2024-12-27 00:41:52.000682,0.09024197261803389,0.00441910899303499
2024-12-28 00:41:52.000682,0.029984237860720443,0.004743780128741586
2024-12-29 00:41:52.000682,0.055734965801850965,0.0021002344831050433
2024-12-30 00:41:52.000682,0.02680276280935976,0.0021509490361944312
2024-12-31 00:41:52.000682,0.061881807193795005,0.003665503953878279
2025-01-01 00:41:52.000682,0.06032034808051397,0.002396508355724961
2025-01-02 00:41:52.000682,0.015085756429912327,0.0036899530101176647
2025-01-03 00:41:52.000682,0.0880378753821081,0.004915474686973231
2025-01-04 00:41:52.000682,0.07102809670662318,0.002987930310775747
2025-01-05 00:41:52.000682,0.09012796672065918,0.001260947356739811
2025-01-06 00:41:52.000682,0.0273813347502488,0.0016866984206523133
2025-01-07 00:41:52.000682,0.0490256676512905,0.0036342143124813418
2025-01-08 00:41:52.000682,0.09890967910736502,0.00289773418804467
2025-01-09 00:41:52.000682,0.09421742631753378,0.0017041885465261656
2025-01-10 00:41:52.000682,0.026188934429606063,0.004265313851789174
2025-01-11 00:41:52.000682,0.09167456935684809,0.0029340893001122137
2025-01-12 00:41:52.000682,0.054131924646315846,0.0025082698819213402
2025-01-13 00:41:52.000682,0.08755195086642163,0.001857146984937494
2025-01-14 00:41:52.000682,0.037006224937061,0.004362104684808386
2025-01-15 00:41:52.000682,0.05022800650255391,0.004184689468094079
2025-01-16 00:41:52.000682,0.036144093141981734,0.0012852821088186034
2025-01-17 00:41:52.000682,0.06380105095575556,0.0014074301257834892
2025-01-18 00:41:52.000682,0.037403232430379796,0.002365753074789424
2025-01-19 00:41:52.000682,0.09620397443798866,0.0013409285301164808
2025-01-20 00:41:52.000682,0.06503287977126233,0.004850291489541856
2025-01-21 00:41:52.000682,0.02880204492354521,0.0011230250783204419
2025-01-22 00:41:52.000682,0.04748175257851093,0.0038901208878625417
2025-01-23 00:41:52.000682,0.02566011789285811,0.0023573922423424172
2025-01-24 00:41:52.000682,0.06570242828359472,0.0033887973722041857
2025-01-25 00:41:52.000682,0.07421072600190544,0.0025081903621557407
2025-01-26 00:41:52.000682,0.024808756387085216,0.004738951295312073
2025-01-27 00:41:52.000682,0.03308308564319948,0.002031712897817453
2025-01-28 00:41:52.000682,0.046307006932216864,0.0016864005680828425
2025-01-29 00:41:52.000682,0.086014392443009,0.004656494437655723
2025-01-30 00:41:52.000682,0.04366088154647001,0.003638389137054639
2025-01-31 00:41:52.000682,0.03854866295702456,0.002328566902349944
2025-02-01 00:41:52.000682,0.04025126508897586,0.003951992745933756
2025-02-02 00:41:52.000682,0.01109450837915179,0.004402568418086486
2025-02-03 00:41:52.000682,0.06530612509231587,0.004672841161404596
2025-02-04 00:41:52.000682,0.08767201942081039,0.0024096262018635708
2025-02-05 00:41:52.000682,0.03147926681385865,0.0041048213788117596
2025-02-06 00:41:52.000682,0.06658994299713358,0.004954136611621901
2025-02-07 00:41:52.000682,0.013686359257729402,0.0034071612419128744
2025-02-08 00:41:52.000682,0.07627370495029363,0.0014217609412728782
2025-02-09 00:41:52.000682,0.032698284781548084,0.0035346119740431404
2025-02-10 00:41:52.000682,0.02705637751708166,0.002708743167884278
2025-02-11 00:41:52.000682,0.05379801191180187,0.0028441098715883987
2025-02-12 00:41:52.000682,0.0335986745450659,0.0013518171005743205
2025-02-13 00:41:52.000682,0.02834810589634535,0.003527964849749957
2025-02-14 00:41:52.000682,0.03591144336096758,0.004494213690445229
2025-02-15 00:41:52.000682,0.04702705666448155,0.002317927903276914
2025-02-16 00:41:52.000682,0.07428018955241111,0.004159191788720007
2025-02-17 00:41:52.000682,0.0713481481787875,0.004238476442768329
2025-02-18 00:41:52.000682,0.0931373648287348,0.0037894938799199387
2025-02-19 00:41:52.000682,0.032504857978960945,0.0025139873640049153
2025-02-20 00:41:52.000682,0.05655340101209367,0.003922599077870879
2025-02-21 00:41:52.000682,0.010371550975123439,0.0038672254686923763
2025-02-22 00:41:52.000682,0.09771369794335946,0.001758878236212339
2025-02-23 00:41:52.000682,0.052516838827621405,0.0029491618493848884
2025-02-24 00:41:52.000682,0.04843541263468871,0.0030147156823806054
2025-02-25 00:41:52.000682,0.05020486850399478,0.0028361847327706517
2025-02-26 00:41:52.000682,0.024958232913839737,0.0038419583633781253
2025-02-27 00:41:52.000682,0.08109541023339567,0.004151433787182497
2025-02-28 00:41:52.000682,0.051425047206851295,0.0034425105404234505
2025-03-01 00:41:52.000682,0.07093206604935498,0.0047975953465966645
2025-03-02 00:41:52.000682,0.06848913959899591,0.00376963685762726
2025-03-03 00:41:52.000682,0.031382386041057,0.002587248196104069
2025-03-04 00:41:52.000682,0.09452372167657443,0.002779961518981992
2025-03-05 00:41:52.000682,0.04946358954294736,0.003846225560109378
2025-03-06 00:41:52.000682,0.09549211825161366,0.0014665601217961877
2025-03-07 00:41:52.000682,0.05566667541500392,0.0046462784662829795
2025-03-08 00:41:52.000682,0.09132487182619631,0.0027365026295123095
2025-03-09 00:41:52.000682,0.038739089155142625,0.0035388807814123384
2025-03-10 00:41:52.000682,0.011404887144242573,0.002545579938294963
2025-03-11 00:41:52.000682,0.03808067887655821,0.004537303334023685
2025-03-12 00:41:52.000682,0.03313317196250642,0.003857603068491702
2025-03-13 00:41:52.000682,0.013162282735641502,0.0023762322407425707
2025-03-14 00:41:52.000682,0.06213770961074458,0.001144913711888916
2025-03-15 00:41:52.000682,0.06576452569142176,0.004148388108161014
2025-03-16 00:41:52.000682,0.014530317193886828,0.004493266448122811
2025-03-17 00:41:52.000682,0.015703077949766504,0.00324464741884025
2025-03-18 00:41:52.000682,0.041249032136756375,0.0010327886445813995
2025-03-19 00:41:52.000682,0.04973349533513762,0.0013423214282252975
2025-03-20 00:41:52.000682,0.09415766913209851,0.0030186754935862714
2025-03-21 00:41:52.000682,0.02421858717314418,0.004984974078841134
2025-03-22 00:41:52.000682,0.07244764790790875,0.004330432263152884
2025-03-23 00:41:52.000682,0.03537306563032405,0.0035011524704926145
2025-03-24 00:41:52.000682,0.07171085065362734,0.004459769424837199
2025-03-25 00:41:52.000682,0.07941933908860196,0.0029277601077683088
2025-03-26 00:41:52.000682,0.052769903405858354,0.001071821195230565
2025-03-27 00:41:52.000682,0.030869529814057925,0.0022755712840684798
